shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-00235,2024-06-02,Los_Angeles,New_York,FastShip,6,7,1787,25.89,42.83,1,,industrial,summer,standard
SHP-00236,2024-06-26,New_York,Phoenix,FastShip,3,4,593,25.59,31.27,1,,industrial,summer,standard
SHP-00237,2024-01-04,Philadelphia,Dallas,FastShip,7,5,861,56.91,137.07,0,capacity,industrial,winter,standard
SHP-00238,2024-04-12,Chicago,San_Antonio,FastShip,5,5,1962,35.34,130.66,1,,industrial,spring,standard
SHP-00239,2024-04-13,New_York,Dallas,LocalEx,7,2,1329,4.52,47.34,0,capacity,clothing,spring,express
SHP-00240,2024-06-09,Houston,Philadelphia,MegaFreight,4,5,1474,30.0,96.22,1,,industrial,summer,standard
SHP-00241,2024-03-07,Chicago,Dallas,MegaFreight,5,5,1215,10.84,59.23,1,,perishables,spring,standard
SHP-00242,2024-06-27,Phoenix,New_York,QuickPost,5,3,441,5.38,18.55,0,weather,electronics,summer,standard
SHP-00243,2024-04-13,Philadelphia,Chicago,FastShip,1,1,346,21.41,48.13,1,,perishables,spring,overnight
SHP-00244,2024-01-15,New_York,Chicago,FastShip,6,6,1005,4.93,20.93,1,,clothing,winter,standard
SHP-00245,2024-04-26,New_York,Philadelphia,QuickPost,1,1,774,17.26,64.3,1,,perishables,spring,overnight
SHP-00246,2024-06-07,Chicago,Los_Angeles,FastShip,4,4,1839,32.85,86.83,1,,industrial,summer,standard
SHP-00247,2024-03-07,Dallas,Phoenix,QuickPost,6,6,2061,41.56,36.68,1,,industrial,spring,standard
SHP-00248,2024-02-08,Chicago,Houston,FastShip,5,6,917,24.13,51.72,1,,perishables,winter,standard
SHP-00249,2024-02-09,Houston,New_York,MegaFreight,6,3,893,11.18,38.11,0,customs,electronics,winter,express
SHP-00250,2024-06-22,New_York,Dallas,FastShip,6,3,1798,6.88,73.03,0,capacity,clothing,summer,express
SHP-00251,2024-03-17,Chicago,Dallas,MegaFreight,10,6,1530,17.43,47.31,0,other,furniture,spring,standard
SHP-00252,2024-02-23,San_Antonio,New_York,FastShip,5,2,362,4.68,21.2,0,weather,electronics,winter,express
SHP-00253,2024-01-02,Houston,Chicago,FastShip,2,2,530,7.56,29.55,1,,electronics,winter,express
SHP-00254,2024-04-11,New_York,Houston,QuickPost,1,1,774,30.66,54.16,1,,industrial,spring,overnight
SHP-00255,2024-02-02,Los_Angeles,Philadelphia,MegaFreight,1,2,1514,10.98,49.87,1,,industrial,winter,express
SHP-00256,2024-04-29,Dallas,Los_Angeles,FastShip,6,6,930,14.11,30.2,1,,industrial,spring,standard
SHP-00257,2024-03-14,Dallas,New_York,FastShip,5,2,737,10.79,32.71,0,other,electronics,spring,express
SHP-00258,2024-03-16,Phoenix,Houston,FastShip,2,3,1445,2.74,28.51,1,,clothing,spring,standard
SHP-00259,2024-04-15,Houston,Chicago,MegaFreight,1,2,1874,20.39,81.27,1,,industrial,spring,express
SHP-00260,2024-05-11,New_York,Philadelphia,QuickPost,1,1,452,22.07,83.24,1,,perishables,spring,overnight
SHP-00261,2024-01-23,Phoenix,Houston,FastShip,5,5,628,7.5,20.4,1,,perishables,winter,standard
SHP-00262,2024-03-12,New_York,Chicago,FastShip,7,7,1381,8.84,23.3,1,,industrial,spring,standard
SHP-00263,2024-02-14,New_York,Dallas,LocalEx,6,3,1148,41.6,35.19,0,weather,furniture,winter,standard
SHP-00264,2024-02-16,New_York,Houston,FastShip,5,5,1302,3.46,95.79,1,,clothing,winter,standard
SHP-00265,2024-06-11,Los_Angeles,Chicago,FastShip,2,3,1541,21.51,40.32,1,,perishables,summer,standard
SHP-00266,2024-06-03,Houston,Los_Angeles,LocalEx,1,2,1097,8.47,38.05,1,,electronics,summer,express
SHP-00267,2024-04-12,Phoenix,New_York,MegaFreight,5,6,1378,5.61,66.82,1,,electronics,spring,standard
SHP-00268,2024-02-21,Los_Angeles,New_York,MegaFreight,1,2,1041,14.24,47.66,1,,industrial,winter,express
SHP-00269,2024-03-05,New_York,San_Antonio,QuickPost,1,2,3342,9.22,105.84,1,,industrial,spring,express
SHP-00270,2024-04-11,Chicago,San_Antonio,LocalEx,6,7,991,57.51,23.3,1,,industrial,spring,standard
SHP-00271,2024-03-14,New_York,Chicago,QuickPost,6,6,1641,82.34,41.35,1,,industrial,spring,standard
SHP-00272,2024-03-30,New_York,Chicago,LocalEx,5,5,560,72.83,41.66,1,,industrial,spring,standard
SHP-00273,2024-03-29,New_York,Dallas,QuickPost,4,5,3950,12.16,74.49,1,,clothing,spring,standard
SHP-00274,2024-03-25,New_York,New_York,FastShip,1,2,1517,19.86,98.82,1,,electronics,spring,express
SHP-00275,2024-05-30,New_York,Los_Angeles,MegaFreight,4,4,634,16.43,48.01,1,,furniture,spring,standard
SHP-00276,2024-05-16,Philadelphia,Dallas,MegaFreight,3,2,1349,30.85,126.86,0,weather,industrial,spring,express
SHP-00277,2024-04-22,Los_Angeles,Chicago,QuickPost,2,3,954,4.71,37.71,1,,clothing,spring,standard
SHP-00278,2024-01-22,Chicago,New_York,QuickPost,11,7,475,5.65,22.5,0,capacity,electronics,winter,standard
SHP-00279,2024-03-01,Chicago,Los_Angeles,FastShip,6,7,693,3.8,11.48,1,,clothing,spring,standard
SHP-00280,2024-01-01,New_York,Dallas,MegaFreight,3,3,1136,12.56,40.09,1,,industrial,winter,standard
SHP-00281,2024-01-04,Los_Angeles,New_York,MegaFreight,1,2,1850,20.91,113.3,1,,furniture,winter,express
SHP-00282,2024-06-08,Philadelphia,Dallas,FastShip,1,1,2219,21.53,100.5,1,,industrial,summer,overnight
SHP-00283,2024-06-24,Los_Angeles,Chicago,FastShip,5,5,1700,2.99,17.63,1,,perishables,summer,standard
SHP-00284,2024-03-14,Houston,Los_Angeles,MegaFreight,2,3,2212,60.82,162.68,1,,furniture,spring,express
SHP-00285,2024-05-18,Phoenix,Philadelphia,MegaFreight,3,4,765,14.56,21.8,1,,industrial,spring,standard
SHP-00286,2024-01-26,San_Antonio,Chicago,QuickPost,1,2,941,116.48,93.61,1,,furniture,winter,express
SHP-00287,2024-02-26,Houston,Chicago,QuickPost,2,3,2250,2.64,94.52,1,,clothing,winter,express
SHP-00288,2024-06-21,Chicago,San_Antonio,QuickPost,2,3,953,48.78,119.54,1,,furniture,summer,express
SHP-00289,2024-06-13,Chicago,San_Antonio,LocalEx,3,3,2720,17.66,59.54,1,,electronics,summer,standard
SHP-00290,2024-05-06,Los_Angeles,Houston,MegaFreight,5,5,713,21.78,41.07,1,,industrial,spring,standard
SHP-00291,2024-05-30,Philadelphia,Dallas,MegaFreight,1,1,3756,12.78,177.26,1,,electronics,spring,overnight
SHP-00292,2024-06-11,Chicago,San_Antonio,FastShip,1,1,1090,5.16,38.13,1,,clothing,summer,overnight
SHP-00293,2024-02-20,Phoenix,Dallas,QuickPost,1,2,925,11.84,48.52,1,,electronics,winter,express
SHP-00294,2024-03-30,New_York,Chicago,FastShip,3,3,723,23.33,54.44,1,,industrial,spring,express
SHP-00295,2024-01-31,Houston,Chicago,FastShip,10,7,2259,13.39,68.63,0,mechanical,perishables,winter,standard
SHP-00296,2024-01-08,Houston,Dallas,FastShip,6,7,3664,10.2,65.33,1,,perishables,winter,standard
SHP-00297,2024-02-12,Los_Angeles,Chicago,LocalEx,5,6,1313,32.03,69.11,1,,industrial,winter,standard
SHP-00298,2024-06-19,Phoenix,San_Antonio,FastShip,3,4,1235,16.61,34.87,1,,industrial,summer,standard
SHP-00299,2024-06-12,Houston,Dallas,FastShip,1,1,3697,10.22,94.15,1,,industrial,summer,overnight
SHP-00300,2024-05-21,New_York,Los_Angeles,QuickPost,3,1,870,3.74,33.97,0,mechanical,clothing,spring,overnight
SHP-00301,2024-06-05,Philadelphia,Chicago,FastShip,2,3,837,6.34,22.3,1,,electronics,summer,standard
SHP-00302,2024-04-24,San_Antonio,Philadelphia,MegaFreight,2,2,1037,25.92,37.03,1,,furniture,spring,express
SHP-00303,2024-01-14,San_Antonio,Los_Angeles,MegaFreight,1,1,764,38.93,169.63,1,,electronics,winter,overnight
SHP-00304,2024-05-04,Houston,New_York,FastShip,1,1,1154,30.67,99.57,1,,industrial,spring,overnight
SHP-00305,2024-05-08,Philadelphia,Los_Angeles,FastShip,2,2,1404,19.38,105.57,1,,industrial,spring,express
SHP-00306,2024-05-24,New_York,Los_Angeles,QuickPost,2,3,4848,29.03,113.11,1,,industrial,spring,express
SHP-00307,2024-06-03,Los_Angeles,Dallas,MegaFreight,6,7,1874,53.72,57.12,1,,industrial,summer,standard
SHP-00308,2024-04-30,Phoenix,Houston,LocalEx,4,4,1936,3.02,45.51,1,,clothing,spring,standard
SHP-00309,2024-05-09,Chicago,Phoenix,FastShip,7,7,633,37.06,41.87,1,,industrial,spring,standard
SHP-00310,2024-05-20,Houston,Los_Angeles,FastShip,2,3,589,18.6,44.29,1,,industrial,spring,express
SHP-00311,2024-05-26,Chicago,San_Antonio,MegaFreight,6,6,1260,44.15,57.7,1,,furniture,spring,standard
SHP-00312,2024-05-28,Philadelphia,San_Antonio,MegaFreight,1,1,1108,9.08,55.06,1,,perishables,spring,overnight
SHP-00313,2024-02-01,Philadelphia,Chicago,FastShip,6,7,1593,10.62,44.71,1,,clothing,winter,standard
SHP-00314,2024-03-12,Phoenix,New_York,QuickPost,8,6,1177,17.22,48.41,0,capacity,furniture,spring,standard
SHP-00315,2024-01-27,Dallas,Chicago,QuickPost,6,6,740,9.12,15.85,1,,industrial,winter,standard
SHP-00316,2024-01-08,Chicago,Philadelphia,FastShip,5,5,719,1.78,8.99,1,,clothing,winter,standard
SHP-00317,2024-01-04,Los_Angeles,Philadelphia,FastShip,3,4,667,5.89,14.87,1,,electronics,winter,standard
SHP-00318,2024-05-19,Houston,Dallas,FastShip,5,6,977,12.95,38.0,1,,electronics,spring,standard
SHP-00319,2024-04-13,Dallas,New_York,QuickPost,5,5,862,2.74,22.19,1,,electronics,spring,standard
SHP-00320,2024-03-02,Houston,Los_Angeles,QuickPost,2,3,1231,12.25,37.77,1,,perishables,spring,standard
SHP-00321,2024-04-10,Philadelphia,Phoenix,FastShip,5,6,1201,3.88,20.74,1,,electronics,spring,standard
SHP-00322,2024-06-25,Houston,Chicago,FastShip,4,4,1014,3.64,16.03,1,,clothing,summer,standard
SHP-00323,2024-02-19,New_York,Los_Angeles,LocalEx,2,2,1058,49.66,104.44,1,,industrial,winter,express
SHP-00324,2024-02-15,New_York,Phoenix,MegaFreight,6,7,2085,24.03,48.34,1,,industrial,winter,standard
SHP-00325,2024-06-27,New_York,Houston,MegaFreight,2,3,1177,21.98,98.17,1,,electronics,summer,express
SHP-00326,2024-03-08,Houston,Phoenix,LocalEx,2,3,1005,5.85,41.77,1,,perishables,spring,express
SHP-00327,2024-02-22,Phoenix,New_York,FastShip,3,4,435,5.15,19.79,1,,clothing,winter,standard
SHP-00328,2024-04-05,Chicago,San_Antonio,LocalEx,4,5,1113,5.95,33.72,1,,clothing,spring,standard
SHP-00329,2024-05-29,Philadelphia,Houston,QuickPost,3,3,1569,29.52,103.92,1,,industrial,spring,express
SHP-00330,2024-06-10,Chicago,Houston,FastShip,3,4,507,4.89,19.04,1,,clothing,summer,standard
SHP-00331,2024-02-07,Los_Angeles,Chicago,QuickPost,4,4,1604,25.06,98.47,1,,perishables,winter,standard
SHP-00332,2024-04-28,Houston,Chicago,QuickPost,4,1,2038,44.05,237.54,0,customs,industrial,spring,overnight
SHP-00333,2024-01-11,New_York,Los_Angeles,LocalEx,3,3,1224,22.07,55.88,1,,industrial,winter,standard
SHP-00334,2024-05-22,San_Antonio,New_York,MegaFreight,7,7,876,2.63,12.43,1,,clothing,spring,standard
SHP-00335,2024-02-02,Houston,New_York,FastShip,3,3,1120,36.61,108.73,1,,industrial,winter,express
SHP-00336,2024-02-19,Dallas,San_Antonio,QuickPost,6,6,1645,11.13,46.94,1,,clothing,winter,standard
SHP-00337,2024-06-24,Chicago,Dallas,QuickPost,2,3,1344,15.17,76.17,1,,electronics,summer,express
SHP-00338,2024-01-05,Philadelphia,Phoenix,QuickPost,5,5,1304,7.72,36.71,1,,perishables,winter,standard
SHP-00339,2024-06-26,Chicago,New_York,MegaFreight,3,3,5000,52.68,147.98,1,,industrial,summer,standard
SHP-00340,2024-06-11,Philadelphia,New_York,MegaFreight,5,5,2416,81.13,115.86,1,,furniture,summer,standard
SHP-00341,2024-06-23,San_Antonio,Los_Angeles,FastShip,4,5,1877,53.52,149.09,1,,industrial,summer,standard
SHP-00342,2024-05-06,Phoenix,Los_Angeles,MegaFreight,2,3,465,31.09,15.61,1,,industrial,spring,standard
SHP-00343,2024-03-31,Los_Angeles,Phoenix,QuickPost,6,7,823,9.08,19.33,1,,industrial,spring,standard
SHP-00344,2024-04-25,San_Antonio,Philadelphia,LocalEx,4,5,792,14.32,22.64,1,,industrial,spring,standard
SHP-00345,2024-03-15,New_York,New_York,QuickPost,1,2,586,4.79,24.25,1,,clothing,spring,express
SHP-00346,2024-06-01,Chicago,New_York,LocalEx,2,3,427,4.59,38.69,1,,clothing,summer,express
SHP-00347,2024-04-24,Philadelphia,San_Antonio,QuickPost,1,1,2071,18.21,189.1,1,,perishables,spring,overnight
SHP-00348,2024-04-30,Houston,Chicago,QuickPost,4,5,1445,41.82,42.6,1,,furniture,spring,standard
SHP-00349,2024-05-12,Chicago,Houston,FastShip,4,5,882,8.15,30.12,1,,industrial,spring,standard
SHP-00350,2024-03-02,Los_Angeles,New_York,QuickPost,1,2,1059,41.01,73.44,1,,industrial,spring,express
SHP-00351,2024-06-13,Chicago,Los_Angeles,MegaFreight,5,3,1047,31.89,83.47,0,customs,industrial,summer,standard
SHP-00352,2024-06-09,Los_Angeles,New_York,FastShip,3,3,567,86.55,31.92,1,,furniture,summer,standard
SHP-00353,2024-02-02,Phoenix,Philadelphia,FastShip,7,7,729,7.51,36.71,1,,electronics,winter,standard
SHP-00354,2024-03-22,New_York,Chicago,QuickPost,3,1,1408,7.82,111.16,0,other,electronics,spring,overnight
SHP-00355,2024-01-14,Chicago,Philadelphia,LocalEx,2,3,1602,46.88,190.7,1,,industrial,winter,express
SHP-00356,2024-04-02,Los_Angeles,Dallas,FastShip,7,7,611,18.88,39.65,1,,electronics,spring,standard
SHP-00357,2024-02-28,Los_Angeles,Philadelphia,FastShip,4,4,1099,12.22,47.0,1,,perishables,winter,standard
SHP-00358,2024-02-23,New_York,Dallas,QuickPost,2,2,1377,6.09,61.3,1,,clothing,winter,express
SHP-00359,2024-01-22,Chicago,Houston,MegaFreight,2,3,991,7.85,30.86,1,,clothing,winter,express
SHP-00360,2024-06-13,San_Antonio,New_York,FastShip,3,3,2916,13.88,68.96,1,,clothing,summer,express
SHP-00361,2024-03-13,Chicago,Los_Angeles,FastShip,1,1,1117,12.52,152.25,1,,perishables,spring,overnight
SHP-00362,2024-05-23,Chicago,San_Antonio,FastShip,5,5,1038,39.68,52.43,1,,furniture,spring,standard
SHP-00363,2024-01-11,Houston,Los_Angeles,MegaFreight,6,7,804,18.63,54.24,1,,industrial,winter,standard
SHP-00364,2024-04-17,Los_Angeles,New_York,FastShip,7,7,1295,77.3,40.47,1,,furniture,spring,standard
SHP-00365,2024-05-12,New_York,Phoenix,LocalEx,2,2,1846,4.35,71.64,1,,clothing,spring,express
SHP-00366,2024-02-21,Los_Angeles,Dallas,MegaFreight,1,1,884,5.52,65.58,1,,clothing,winter,overnight
SHP-00367,2024-05-26,Los_Angeles,San_Antonio,QuickPost,7,7,1492,4.22,33.14,1,,clothing,spring,standard
SHP-00368,2024-05-13,Chicago,Los_Angeles,MegaFreight,2,3,890,33.55,109.24,1,,industrial,spring,express
SHP-00369,2024-06-09,Los_Angeles,New_York,FastShip,2,2,773,16.9,71.97,1,,industrial,summer,express
SHP-00370,2024-03-14,Chicago,New_York,QuickPost,2,3,1083,23.63,52.5,1,,industrial,spring,standard
SHP-00371,2024-03-31,Houston,New_York,FastShip,6,7,2010,11.57,48.45,1,,perishables,spring,standard
SHP-00372,2024-05-02,San_Antonio,Phoenix,QuickPost,1,1,671,46.84,82.18,1,,industrial,spring,overnight
SHP-00373,2024-01-25,Chicago,San_Antonio,LocalEx,2,3,775,4.92,20.67,1,,clothing,winter,standard
SHP-00374,2024-06-21,Los_Angeles,New_York,FastShip,5,5,831,12.36,26.59,1,,industrial,summer,standard
SHP-00375,2024-04-12,Dallas,Chicago,QuickPost,5,6,1068,59.78,39.82,1,,furniture,spring,standard
SHP-00376,2024-02-13,Los_Angeles,New_York,FastShip,4,5,1057,1.4,9.44,1,,electronics,winter,standard
SHP-00377,2024-01-05,Phoenix,Chicago,MegaFreight,11,7,583,26.26,35.18,0,customs,industrial,winter,standard
SHP-00378,2024-01-08,Chicago,New_York,FastShip,2,2,1218,16.75,59.09,1,,perishables,winter,express
SHP-00379,2024-05-18,Dallas,Chicago,MegaFreight,9,7,1333,19.74,33.38,0,mechanical,industrial,spring,standard
SHP-00380,2024-03-08,Phoenix,Philadelphia,MegaFreight,3,3,1197,32.46,116.69,1,,industrial,spring,express
SHP-00381,2024-05-02,Los_Angeles,New_York,FastShip,1,2,1991,17.61,142.79,1,,perishables,spring,express
SHP-00382,2024-05-26,Los_Angeles,Chicago,FastShip,6,6,833,9.97,32.69,1,,perishables,spring,standard
SHP-00383,2024-01-05,New_York,San_Antonio,MegaFreight,2,3,1062,82.55,112.46,1,,furniture,winter,express
SHP-00384,2024-02-16,Phoenix,Philadelphia,MegaFreight,4,2,695,3.29,30.3,0,customs,clothing,winter,express
SHP-00385,2024-01-31,Houston,Dallas,QuickPost,1,1,1338,17.0,115.93,1,,clothing,winter,overnight
SHP-00386,2024-06-11,Dallas,Los_Angeles,QuickPost,4,3,1316,16.23,101.12,0,customs,perishables,summer,express
SHP-00387,2024-06-14,Houston,Los_Angeles,QuickPost,5,4,630,14.38,21.67,0,capacity,industrial,summer,standard
SHP-00388,2024-01-11,Phoenix,Los_Angeles,MegaFreight,8,6,1910,2.7,22.49,0,customs,clothing,winter,standard
SHP-00389,2024-01-12,New_York,Los_Angeles,FastShip,3,4,536,12.06,47.82,1,,electronics,winter,standard
SHP-00390,2024-01-26,Chicago,Dallas,MegaFreight,5,5,683,5.71,13.43,1,,clothing,winter,standard
SHP-00391,2024-04-13,Phoenix,Los_Angeles,MegaFreight,4,5,1135,6.68,14.9,1,,clothing,spring,standard
SHP-00392,2024-03-23,New_York,Chicago,FastShip,1,1,1585,17.74,144.98,1,,industrial,spring,overnight
SHP-00393,2024-06-06,Phoenix,Chicago,FastShip,3,4,2301,3.89,34.42,1,,clothing,summer,standard
SHP-00394,2024-03-09,Houston,Dallas,MegaFreight,1,1,734,21.47,157.04,1,,industrial,spring,overnight
SHP-00395,2024-02-08,New_York,San_Antonio,MegaFreight,3,3,445,5.09,24.53,1,,clothing,winter,express
SHP-00396,2024-05-18,New_York,Los_Angeles,FastShip,1,1,654,5.19,60.21,1,,clothing,spring,overnight
SHP-00397,2024-04-10,Chicago,Dallas,QuickPost,1,1,1767,5.72,105.35,1,,electronics,spring,overnight
SHP-00398,2024-06-20,San_Antonio,Houston,LocalEx,2,3,601,20.27,49.78,1,,industrial,summer,standard
SHP-00399,2024-02-01,New_York,Chicago,MegaFreight,6,5,890,24.55,42.8,0,capacity,perishables,winter,standard
SHP-00400,2024-03-07,New_York,Phoenix,FastShip,3,3,654,15.89,54.03,1,,industrial,spring,express
SHP-00401,2024-05-14,Philadelphia,San_Antonio,MegaFreight,2,2,1156,13.45,44.09,1,,electronics,spring,express
SHP-00402,2024-06-09,Chicago,Los_Angeles,FastShip,4,5,826,12.52,19.8,1,,electronics,summer,standard
SHP-00403,2024-04-22,Chicago,Los_Angeles,QuickPost,5,5,1713,53.07,69.34,1,,industrial,spring,standard
SHP-00404,2024-06-13,San_Antonio,New_York,LocalEx,3,3,579,13.4,17.68,1,,electronics,summer,standard
SHP-00405,2024-01-18,New_York,Philadelphia,QuickPost,3,3,922,5.45,36.54,1,,perishables,winter,express
SHP-00406,2024-05-06,Los_Angeles,Chicago,FastShip,4,4,1343,5.95,41.38,1,,electronics,spring,standard
SHP-00407,2024-06-08,Phoenix,Los_Angeles,LocalEx,2,1,1569,8.5,69.2,0,weather,electronics,summer,overnight
SHP-00408,2024-01-02,New_York,Chicago,LocalEx,3,4,819,18.85,18.13,1,,perishables,winter,standard
SHP-00409,2024-04-13,New_York,Dallas,MegaFreight,5,6,822,12.25,41.21,1,,clothing,spring,standard
SHP-00410,2024-03-16,Houston,Dallas,MegaFreight,1,1,1071,6.29,72.76,1,,clothing,spring,overnight
SHP-00411,2024-05-15,Chicago,New_York,MegaFreight,6,6,1650,7.87,33.06,1,,electronics,spring,standard
SHP-00412,2024-04-09,Phoenix,Los_Angeles,MegaFreight,7,3,233,14.11,20.16,0,capacity,perishables,spring,standard
SHP-00413,2024-04-08,Phoenix,Philadelphia,FastShip,1,1,638,43.08,82.51,1,,industrial,spring,overnight
SHP-00414,2024-04-01,Philadelphia,Houston,FastShip,5,6,1093,12.49,68.98,1,,industrial,spring,standard
SHP-00415,2024-05-17,New_York,Phoenix,MegaFreight,2,3,1768,4.5,48.81,1,,clothing,spring,express
SHP-00416,2024-02-17,Houston,Chicago,MegaFreight,2,3,1460,0.63,13.5,1,,clothing,winter,express
SHP-00417,2024-06-26,Chicago,Houston,FastShip,6,6,517,8.42,26.87,1,,clothing,summer,standard
SHP-00418,2024-02-20,Phoenix,Houston,FastShip,7,3,487,10.76,30.25,0,weather,clothing,winter,express
SHP-00419,2024-03-10,Chicago,Houston,LocalEx,5,5,1496,4.14,19.49,1,,clothing,spring,standard
SHP-00420,2024-03-10,Phoenix,Chicago,FastShip,1,1,1146,42.63,166.24,1,,industrial,spring,overnight
SHP-00421,2024-05-06,Dallas,Philadelphia,FastShip,7,7,1278,21.05,45.35,1,,perishables,spring,standard
SHP-00422,2024-03-18,New_York,Houston,MegaFreight,5,6,641,11.54,13.39,1,,clothing,spring,standard
SHP-00423,2024-03-16,New_York,Los_Angeles,QuickPost,1,2,1597,17.76,88.62,1,,industrial,spring,express
SHP-00424,2024-03-26,Dallas,Los_Angeles,MegaFreight,7,7,916,34.31,38.21,1,,furniture,spring,standard
SHP-00425,2024-01-02,Dallas,New_York,LocalEx,2,2,496,40.38,53.06,1,,industrial,winter,express
SHP-00426,2024-04-26,Philadelphia,New_York,QuickPost,4,4,1049,4.98,19.97,1,,clothing,spring,standard
SHP-00427,2024-01-13,Phoenix,Chicago,QuickPost,6,4,1183,30.16,42.38,0,capacity,perishables,winter,standard
SHP-00428,2024-03-17,Dallas,Philadelphia,FastShip,1,2,1629,13.72,90.06,1,,industrial,spring,express
SHP-00429,2024-05-02,San_Antonio,Houston,LocalEx,4,4,1143,4.03,24.21,1,,clothing,spring,standard
SHP-00430,2024-03-09,Los_Angeles,New_York,MegaFreight,6,7,832,23.81,53.43,1,,industrial,spring,standard
SHP-00431,2024-04-24,Chicago,Houston,MegaFreight,4,5,794,13.37,45.02,1,,electronics,spring,standard
SHP-00432,2024-04-28,Philadelphia,New_York,LocalEx,9,6,998,2.29,27.82,0,capacity,electronics,spring,standard
SHP-00433,2024-02-19,Chicago,San_Antonio,MegaFreight,1,1,1369,7.59,116.47,1,,clothing,winter,overnight
SHP-00434,2024-05-23,Dallas,Philadelphia,FastShip,1,2,1158,5.18,35.36,1,,electronics,spring,express
SHP-00435,2024-04-20,New_York,Dallas,MegaFreight,5,5,596,27.92,25.47,1,,furniture,spring,standard
SHP-00436,2024-06-10,Los_Angeles,New_York,FastShip,2,3,664,30.1,44.41,1,,perishables,summer,express
SHP-00437,2024-04-06,New_York,Los_Angeles,MegaFreight,2,2,1313,44.78,156.15,1,,industrial,spring,express
SHP-00438,2024-06-04,Los_Angeles,Houston,MegaFreight,5,2,1189,68.6,159.67,0,weather,furniture,summer,express
SHP-00439,2024-01-25,Philadelphia,Phoenix,QuickPost,8,6,1035,9.08,18.96,0,mechanical,perishables,winter,standard
SHP-00440,2024-02-06,New_York,Dallas,QuickPost,2,2,855,5.01,27.26,1,,electronics,winter,express
SHP-00441,2024-01-30,New_York,Los_Angeles,LocalEx,7,1,1152,2.38,42.6,0,capacity,electronics,winter,overnight
SHP-00442,2024-01-17,New_York,Chicago,FastShip,5,5,796,2.31,17.76,1,,electronics,winter,standard
SHP-00443,2024-01-15,San_Antonio,New_York,LocalEx,1,2,1165,21.43,58.76,1,,perishables,winter,express
SHP-00444,2024-06-06,New_York,Chicago,FastShip,7,7,1861,9.76,23.98,1,,electronics,summer,standard
